"Cluster","EdgeBetweenness","interaction","modality","name","Peak_chr","Peak_end","Peak_start","regulator_id","selected","shared interaction","shared name","site","source","strand","Target_gene_id","target_id","TF_id","tissue","Weight"
,"569124.6559218664","binds","","STAT2 (binds) PNPLA2","chr11","763138","762320","","false","binds","STAT2 (binds) PNPLA2","","MAGICAL","+","ENSG00000177666.17","","ENSG00000170581.14","",
,"68211.720146518","binds","","STAT2 (binds) CCN1","chr1","85526717","85525484","","false","binds","STAT2 (binds) CCN1","","MAGICAL","+","ENSG00000142871.18","","ENSG00000170581.14","",
,"62605.86540616342","binds","","STAT2 (binds) PIM1","chr6","37135224","37134186","","false","binds","STAT2 (binds) PIM1","","MAGICAL","+","ENSG00000137193.14","","ENSG00000170581.14","",
,"2949471.2142507047","binds","","STAT2 (binds) NFIL3","chr9","91419631","91419273","","false","binds","STAT2 (binds) NFIL3","","MAGICAL","-","ENSG00000165030.4","","ENSG00000170581.14","",
,"78733.95642836016","binds","","STAT2 (binds) TMEM70","chr8","73983838","73982553","","false","binds","STAT2 (binds) TMEM70","","MAGICAL","+","ENSG00000175606.11","","ENSG00000170581.14","",
,"36885.513492065314","binds","","STAT2 (binds) PDK4","chr7","95586632","95586410","","false","binds","STAT2 (binds) PDK4","","MAGICAL","-","ENSG00000004799.8","","ENSG00000170581.14","",
,"349589.81190475496","binds","","STAT2 (binds) GABARAPL1","chr12","10212119","10211919","","false","binds","STAT2 (binds) GABARAPL1","","MAGICAL","+","ENSG00000139112.11","","ENSG00000170581.14","",
,"103875.95633434811","binds","","STAT2 (binds) GADD45G","chr9","89623752","89622988","","false","binds","STAT2 (binds) GADD45G","","MAGICAL","+","ENSG00000130222.11","","ENSG00000170581.14","",
,"229025.51031745845","binds","","STAT2 (binds) METTL7A","chr12","50934896","50933441","","false","binds","STAT2 (binds) METTL7A","","MAGICAL","+","ENSG00000185432.12","","ENSG00000170581.14","",
,"546117.6051281827","binds","","STAT2 (binds) CCDC28B","chr1","32130824","32130221","","false","binds","STAT2 (binds) CCDC28B","","MAGICAL","+","ENSG00000160050.16","","ENSG00000170581.14","",
,"65641.40714285821","binds","","STAT2 (binds) CDKN1A","chr6","36682661","36682286","","false","binds","STAT2 (binds) CDKN1A","","MAGICAL","+","ENSG00000124762.14","","ENSG00000170581.14","",
,"52040.30911033463","binds","","STAT2 (binds) ENAH","chr1","225737025","225735348","","false","binds","STAT2 (binds) ENAH","","MAGICAL","-","ENSG00000154380.18","","ENSG00000170581.14","",
"7","453458.5893939303","regulates","RE","CHAMP1 (regulates) DYRK3","",,,"Q96JM3_S542s","false","regulates","CHAMP1 (regulates) DYRK3","S542s","SCION","","","ENSG00000143479.18","","muscle","0.200722551595439"
,"89163.15634920385","binds","","STAT2 (binds) PFKFB3","chr10","6233432","6232912","","false","binds","STAT2 (binds) PFKFB3","","MAGICAL","+","ENSG00000170525.21","","ENSG00000170581.14","",
,"265748.5106147894","binds","","STAT2 (binds) IL31RA","chr5","55851883","55851212","","false","binds","STAT2 (binds) IL31RA","","MAGICAL","+","ENSG00000164509.16","","ENSG00000170581.14","",
"7","52637.433974363004","regulates","RE","CHAMP1 (regulates) SLC25A25","",,,"Q96JM3_S542s","false","regulates","CHAMP1 (regulates) SLC25A25","S542s","SCION","","","ENSG00000148339.13","","muscle","0.22133339003115"
,"338515.04220782727","binds","","STAT2 (binds) ST8SIA2","chr15","92401755","92400623","","false","binds","STAT2 (binds) ST8SIA2","","MAGICAL","+","ENSG00000140557.12","","ENSG00000170581.14","",
,"144881.72539683158","binds","","STAT2 (binds) GEM","chr8","94219970","94218933","","false","binds","STAT2 (binds) GEM","","MAGICAL","-","ENSG00000164949.8","","ENSG00000170581.14","",
,"14249.007692307074","binds","","STAT2 (binds) HABP2","chr10","113593578","113592900","","false","binds","STAT2 (binds) HABP2","","MAGICAL","+","ENSG00000148702.15","","ENSG00000170581.14","",
,"77058.377453107","binds","","STAT2 (binds) SPTSSA","chr14","34492081","34491032","","false","binds","STAT2 (binds) SPTSSA","","MAGICAL","-","ENSG00000165389.7","","ENSG00000170581.14","",
,"36757.842738254825","binds","","STAT2 (binds) ABHD2","chr15","89119528","89118535","","false","binds","STAT2 (binds) ABHD2","","MAGICAL","+","ENSG00000140526.18","","ENSG00000170581.14","",
,"29590.410101012578","binds","","STAT2 (binds) LMCD1","chr3","8570008","8569432","","false","binds","STAT2 (binds) LMCD1","","MAGICAL","+","ENSG00000071282.12","","ENSG00000170581.14","",
,"67554.31856868419","binds","","STAT2 (binds) IL1R1","chr2","102101487","102100746","","false","binds","STAT2 (binds) IL1R1","","MAGICAL","+","ENSG00000115594.12","","ENSG00000170581.14","",
,"55426.989835163724","binds","","STAT2 (binds) CSRP3","chr11","19181969","19179912","","false","binds","STAT2 (binds) CSRP3","","MAGICAL","-","ENSG00000129170.10","","ENSG00000170581.14","",
,"331946.62197475496","binds","","STAT2 (binds) FABP3","chr1","31364764","31363445","","false","binds","STAT2 (binds) FABP3","","MAGICAL","-","ENSG00000121769.8","","ENSG00000170581.14","",
"7","449112.9499999889","regulates","RE","CHAMP1 (regulates) TPM4","",,,"Q96JM3_S542s","false","regulates","CHAMP1 (regulates) TPM4","S542s","SCION","","","ENSG00000167460.17","","muscle","0.267509863095006"
,"64008.56509324126","binds","","STAT2 (binds) DIAPH1","chr5","141574705","141573488","","false","binds","STAT2 (binds) DIAPH1","","MAGICAL","-","ENSG00000131504.18","","ENSG00000170581.14","",
"7","369134.4556935647","regulates","RE","CHAMP1 (regulates) NAB2","",,,"Q96JM3_S542s","false","regulates","CHAMP1 (regulates) NAB2","S542s","SCION","","","ENSG00000166886.13","","muscle","0.210688137542902"
,"61343.74656176646","binds","","STAT2 (binds) TSC22D2","chr3","150470523","150469168","","false","binds","STAT2 (binds) TSC22D2","","MAGICAL","+","ENSG00000196428.13","","ENSG00000170581.14","",
"7","613884.7433455627","regulates","RE","CHAMP1 (regulates) CDC42EP5","",,,"Q96JM3_S542s","false","regulates","CHAMP1 (regulates) CDC42EP5","S542s","SCION","","","ENSG00000167617.3","","muscle","0.142739306465074"
,"277639.52162380726","binds","","STAT2 (binds) SELENOS","chr15","101273861","101273431","","false","binds","STAT2 (binds) SELENOS","","MAGICAL","-","ENSG00000131871.15","","ENSG00000170581.14","",
,"57284.47674188417","binds","","STAT2 (binds) KLHL40","chr3","42694770","42694534","","false","binds","STAT2 (binds) KLHL40","","MAGICAL","+","ENSG00000157119.12","","ENSG00000170581.14","",
,"51128.544444443534","binds","","STAT2 (binds) TMEM214","chr2","27064502","27063461","","false","binds","STAT2 (binds) TMEM214","","MAGICAL","+","ENSG00000119777.20","","ENSG00000170581.14","",
"7","34419.89203296391","regulates","RE","CHAMP1 (regulates) LMOD2","",,,"Q96JM3_S603s","false","regulates","CHAMP1 (regulates) LMOD2","S603s","SCION","","","ENSG00000170807.12","","muscle","0.119834256841103"
,"73289.87670547845","binds","","STAT2 (binds) ACSS1","chr20","25000997","25000074","","false","binds","STAT2 (binds) ACSS1","","MAGICAL","-","ENSG00000154930.15","","ENSG00000170581.14","",
,"159900.72380953218","binds","","STAT2 (binds) SEC61B","chr9","99128409","99127548","","false","binds","STAT2 (binds) SEC61B","","MAGICAL","+","ENSG00000106803.10","","ENSG00000170581.14","",
,"79937.60947802241","binds","","STAT2 (binds) ARPP19","chr15","52558704","52558094","","false","binds","STAT2 (binds) ARPP19","","MAGICAL","-","ENSG00000128989.11","","ENSG00000170581.14","",
,"49783.510255694746","binds","","STAT2 (binds) TIAF1","chr17","29069367","29068908","","false","binds","STAT2 (binds) TIAF1","","MAGICAL","-","ENSG00000221995.5","","ENSG00000170581.14","",
,"73483.7070879079","binds","","STAT2 (binds) LIMS1","chr2","108595498","108594169","","false","binds","STAT2 (binds) LIMS1","","MAGICAL","+","ENSG00000169756.16","","ENSG00000170581.14","",
,"63265.48479108283","binds","","STAT2 (binds) EIF3J","chr15","44547157","44545689","","false","binds","STAT2 (binds) EIF3J","","MAGICAL","+","ENSG00000104131.13","","ENSG00000170581.14","",
,"849344.0406566164","binds","","STAT2 (binds) C3orf18","chr3","50643624","50643143","","false","binds","STAT2 (binds) C3orf18","","MAGICAL","-","ENSG00000088543.15","","ENSG00000170581.14","",
,"64953.955402927","binds","","STAT2 (binds) EAPP","chr14","34589523","34588965","","false","binds","STAT2 (binds) EAPP","","MAGICAL","-","ENSG00000129518.10","","ENSG00000170581.14","",
,"48579.35561660502","binds","","STAT2 (binds) OST4","chr2","27064502","27063461","","false","binds","STAT2 (binds) OST4","","MAGICAL","-","ENSG00000228474.6","","ENSG00000170581.14","",
,"63917.25259258665","binds","","STAT2 (binds) PDLIM5","chr4","94429300","94428456","","false","binds","STAT2 (binds) PDLIM5","","MAGICAL","+","ENSG00000163110.15","","ENSG00000170581.14","",
,"79463.20000000151","binds","","STAT2 (binds) SORBS1","chr10","95529319","95528788","","false","binds","STAT2 (binds) SORBS1","","MAGICAL","-","ENSG00000095637.23","","ENSG00000170581.14","",
"7","446356.12922076683","regulates","RE","CHAMP1 (regulates) PNP","",,,"Q96JM3_S542s","false","regulates","CHAMP1 (regulates) PNP","S542s","SCION","","","ENSG00000198805.12","","muscle","0.141259832850352"
"7","644598.4433455976","regulates","RE","CHAMP1 (regulates) CLIC1","",,,"Q96JM3_S542s","false","regulates","CHAMP1 (regulates) CLIC1","S542s","SCION","","","ENSG00000213719.8","","muscle","0.109895477627429"
,"39315.157890374714","binds","","STAT2 (binds) RELL1","chr4","37667090","37666616","","false","binds","STAT2 (binds) RELL1","","MAGICAL","-","ENSG00000181826.10","","ENSG00000170581.14","",
,"29665.37359307812","binds","","STAT2 (binds) NRAP","chr10","113588586","113587602","","false","binds","STAT2 (binds) NRAP","","MAGICAL","-","ENSG00000197893.14","","ENSG00000170581.14","",
"7","24777.606746032237","regulates","RE","CHAMP1 (regulates) IDI2-AS1","",,,"Q96JM3_S542s","false","regulates","CHAMP1 (regulates) IDI2-AS1","S542s","SCION","","","ENSG00000232656.9","","muscle","0.250602515402781"
"7","468123.1919170725","regulates","RE","CHAMP1 (regulates) ENSG00000244998.1","",,,"Q96JM3_S542s","false","regulates","CHAMP1 (regulates) ENSG00000244998.1","S542s","SCION","","","ENSG00000244998.1","","muscle","0.134336302717732"
,"80801.59722221934","binds","","STAT2 (binds) SLC25A51","chr9","37954638","37953523","","false","binds","STAT2 (binds) SLC25A51","","MAGICAL","-","ENSG00000122696.14","","ENSG00000170581.14","",
,"97374.31666127776","binds","","STAT2 (binds) ZNF507","chr19","32351758","32351042","","false","binds","STAT2 (binds) ZNF507","","MAGICAL","+","ENSG00000168813.17","","ENSG00000170581.14","",
,"85623.12979798454","binds","","STAT2 (binds) C18orf25","chr18","46197885","46196657","","false","binds","STAT2 (binds) C18orf25","","MAGICAL","+","ENSG00000152242.11","","ENSG00000170581.14","",
"7","421051.4547619029","regulates","RE","CHAMP1 (regulates) ENSG00000272512.1","",,,"Q96JM3_S542s","false","regulates","CHAMP1 (regulates) ENSG00000272512.1","S542s","SCION","","","ENSG00000272512.1","","muscle","0.359647589027137"
,"311711.13387445104","binds","","STAT2 (binds) ZNF483","chr9","111468768","111467768","","false","binds","STAT2 (binds) ZNF483","","MAGICAL","+","ENSG00000173258.13","","ENSG00000170581.14","",
,"52308.638630000656","binds","","STAT2 (binds) HHATL","chr3","42694770","42694534","","false","binds","STAT2 (binds) HHATL","","MAGICAL","-","ENSG00000010282.15","","ENSG00000170581.14","",
,"2.4653869096394038E8","binds","","STAT2 (binds) PURB","chr7","44867871","44866586","","false","binds","STAT2 (binds) PURB","","MAGICAL","-","ENSG00000146676.10","","ENSG00000170581.14","",
,"31517.736080585604","binds","","STAT2 (binds) ACTN2","chr1","236768987","236768644","","false","binds","STAT2 (binds) ACTN2","","MAGICAL","+","ENSG00000077522.15","","ENSG00000170581.14","",
"8","32797.332142857995","regulates","RE","CHAMP1 (regulates) TNFRSF1B","",,,"Q96JM3_S204sS214s","false","regulates","CHAMP1 (regulates) TNFRSF1B","S204sS214s","SCION","","","ENSG00000028137.19","","muscle","0.158348142975644"
,"384752.91941390507","binds","","STAT2 (binds) GPR75","chr2","53867736","53866833","","false","binds","STAT2 (binds) GPR75","","MAGICAL","-","ENSG00000119737.6","","ENSG00000170581.14","",
,"148995.0515246444","binds","","STAT2 (binds) POFUT1","chr20","32286406","32285176","","false","binds","STAT2 (binds) POFUT1","","MAGICAL","+","ENSG00000101346.14","","ENSG00000170581.14","",
"8","17404.912576312807","regulates","RE","CHAMP1 (regulates) LMCD1","",,,"Q96JM3_S204sS214s","false","regulates","CHAMP1 (regulates) LMCD1","S204sS214s","SCION","","","ENSG00000071282.12","","muscle","0.118091007623791"
,"91220.9781745932","binds","","STAT2 (binds) TBC1D22B","chr6","37161482","37160832","","false","binds","STAT2 (binds) TBC1D22B","","MAGICAL","+","ENSG00000065491.8","","ENSG00000170581.14","",
"8","460919.668360079","regulates","RE","CHAMP1 (regulates) SNCB","",,,"Q96JM3_S204sS214s","false","regulates","CHAMP1 (regulates) SNCB","S204sS214s","SCION","","","ENSG00000074317.11","","muscle","0.100843246546777"
,"853670.0406566164","binds","","STAT2 (binds) HEMK1","chr3","50643624","50643143","","false","binds","STAT2 (binds) HEMK1","","MAGICAL","+","ENSG00000114735.10","","ENSG00000170581.14","",
"8","390946.1166666815","regulates","RE","CHAMP1 (regulates) EIF3I","",,,"Q96JM3_S204sS214s","false","regulates","CHAMP1 (regulates) EIF3I","S204sS214s","SCION","","","ENSG00000084623.12","","muscle","0.189026451200029"
"8","102672.25151514693","regulates","RE","CHAMP1 (regulates) PLEKHG2","",,,"Q96JM3_S204sS214s","false","regulates","CHAMP1 (regulates) PLEKHG2","S204sS214s","SCION","","","ENSG00000090924.15","","muscle","0.240244531731663"
"8","89437.72265511788","regulates","RE","CHAMP1 (regulates) MAP1LC3A","",,,"Q96JM3_S204sS214s","false","regulates","CHAMP1 (regulates) MAP1LC3A","S204sS214s","SCION","","","ENSG00000101460.13","","muscle","0.152945053868204"
"8","96600.72694236069","regulates","RE","CHAMP1 (regulates) PSMB5","",,,"Q96JM3_S204sS214s","false","regulates","CHAMP1 (regulates) PSMB5","S204sS214s","SCION","","","ENSG00000100804.19","","muscle","0.151137340233308"
"8","67860.71360525029","regulates","RE","CHAMP1 (regulates) FGF9","",,,"Q96JM3_S204sS214s","false","regulates","CHAMP1 (regulates) FGF9","S204sS214s","SCION","","","ENSG00000102678.7","","muscle","0.13632101795452"
,"835605.8327158056","binds","","STAT2 (binds) C1QTNF9","chr13","24319006","24317737","","false","binds","STAT2 (binds) C1QTNF9","","MAGICAL","+","ENSG00000240654.6","","ENSG00000170581.14","",
,"57555.58101342742","binds","","STAT2 (binds) BCL2L1","chr20","31699906","31698731","","false","binds","STAT2 (binds) BCL2L1","","MAGICAL","-","ENSG00000171552.14","","ENSG00000170581.14","",
"8","399692.39378883934","regulates","RE","CHAMP1 (regulates) GRWD1","",,,"Q96JM3_S204sS214s","false","regulates","CHAMP1 (regulates) GRWD1","S204sS214s","SCION","","","ENSG00000105447.13","","muscle","0.22320655914257"
,"78831.75258465951","binds","","STAT2 (binds) GPRC5B","chr16","19810177","19808654","","false","binds","STAT2 (binds) GPRC5B","","MAGICAL","-","ENSG00000167191.12","","ENSG00000170581.14","",
"8","677889.7904761938","regulates","RE","CHAMP1 (regulates) STX1A","",,,"Q96JM3_S204sS214s","false","regulates","CHAMP1 (regulates) STX1A","S204sS214s","SCION","","","ENSG00000106089.12","","muscle","0.131715819844188"
,"57401.12676767306","binds","","STAT2 (binds) SSH1","chr12","108839696","108838183","","false","binds","STAT2 (binds) SSH1","","MAGICAL","-","ENSG00000084112.15","","ENSG00000170581.14","",
"8","610199.1117604981","regulates","RE","CHAMP1 (regulates) EDF1","",,,"Q96JM3_S204sS214s","false","regulates","CHAMP1 (regulates) EDF1","S204sS214s","SCION","","","ENSG00000107223.13","","muscle","0.124498285935611"
,"524390.1212121318","binds","","STAT2 (binds) QRSL1","chr6","106638354","106636946","","false","binds","STAT2 (binds) QRSL1","","MAGICAL","+","ENSG00000130348.11","","ENSG00000170581.14","",
"8","113939.28690476366","regulates","RE","CHAMP1 (regulates) LRRC59","",,,"Q96JM3_S204sS214s","false","regulates","CHAMP1 (regulates) LRRC59","S204sS214s","SCION","","","ENSG00000108829.10","","muscle","0.153220681247304"
,"60703.705699851365","binds","","STAT2 (binds) MAPRE3","chr2","27042417","27041270","","false","binds","STAT2 (binds) MAPRE3","","MAGICAL","+","ENSG00000084764.12","","ENSG00000170581.14","",
"12","1130775.26922794","regulates","RE","PURB (regulates) ZC3H3","",,,"Q96QR8_S101s","false","regulates","PURB (regulates) ZC3H3","S101s","SCION","","","ENSG00000014164.7","","muscle","0.199255103268164"
"12","34270.269871796365","regulates","RE","PURB (regulates) ACTN2","",,,"Q96QR8_S101s","false","regulates","PURB (regulates) ACTN2","S101s","SCION","","","ENSG00000077522.15","","muscle","0.195408943621569"
,"76675.59539071855","binds","","STAT2 (binds) TFRC","chr3","196020044","196019320","","false","binds","STAT2 (binds) TFRC","","MAGICAL","-","ENSG00000072274.13","","ENSG00000170581.14","",
,"81825.40664629257","binds","","STAT2 (binds) HM13","chr20","31522749","31521865","","false","binds","STAT2 (binds) HM13","","MAGICAL","+","ENSG00000101294.18","","ENSG00000170581.14","",
"8","52905.97832543481","regulates","RE","CHAMP1 (regulates) FABP3","",,,"Q96JM3_S204sS214s","false","regulates","CHAMP1 (regulates) FABP3","S204sS214s","SCION","","","ENSG00000121769.8","","muscle","0.157306750503846"
"6","1077984.3214286144","regulates","EE","PURB (regulates) SDF4","",,,"Q96QR8_S101s","false","regulates","PURB (regulates) SDF4","S101s","SCION","","","ENSG00000078808.19","","muscle","0.148774228019644"
